symbol,description,Date,Value,src
OPEC/ORB,Petroleo OPEC,2007-03-29,62.52,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-28,61.88,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-27,60.49,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-26,60.16,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-23,59.05,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-22,57.91,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-21,56.87,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-20,56.59,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-19,56.74,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-16,56.86,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-15,57.28,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-14,57.23,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-13,57.38,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-12,57.37,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-09,58.29,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-08,58.73,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-07,58.2,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-06,57.21,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-05,57.32,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-02,58.65,Quandl
OPEC/ORB,Petroleo OPEC,2007-03-01,58.47,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-28,56.69,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-27,57.24,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-26,57.07,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-23,56.55,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-22,55.14,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-21,54,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-20,53.42,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-19,53.87,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-16,53.69,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-15,52.88,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-14,53.76,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-13,53.38,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-12,53.99,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-09,55.08,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-08,53.6,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-07,54.4,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-06,54.68,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-05,54.66,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-02,53.64,Quandl
OPEC/ORB,Petroleo OPEC,2007-02-01,53.49,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-31,52.62,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-30,50.82,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-29,51.28,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-26,51.04,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-25,51.27,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-24,50.92,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-23,49.6,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-22,49.72,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-19,48.3,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-18,48.24,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-17,47.97,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-16,48.58,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-15,49.36,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-12,48.68,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-11,49.22,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-10,50.6,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-09,51.2,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-08,51.88,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-05,51.3,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-04,53.26,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-03,55.42,Quandl
OPEC/ORB,Petroleo OPEC,2007-01-02,56.16,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-29,55.97,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-28,56.12,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-27,56.43,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-26,57.45,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-22,57.98,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-21,58.05,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-20,58.2,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-19,57.44,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-18,58.4,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-15,58.39,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-14,57.43,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-13,57,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-12,57.41,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-11,57.74,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-08,58.63,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-07,58.66,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-06,59.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-05,59.19,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-04,59.7,Quandl
OPEC/ORB,Petroleo OPEC,2006-12-01,59.66,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-30,58.71,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-29,57.32,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-28,56.48,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-27,55.76,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-24,55.29,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-23,54.98,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-22,55.26,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-21,54.9,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-20,54.03,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-17,53.9,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-16,55.44,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-15,55.33,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-14,55.19,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-13,55.42,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-10,56.57,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-09,56.41,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-08,55.18,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-07,55.64,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-06,54.91,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-03,54.07,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-02,54.25,Quandl
OPEC/ORB,Petroleo OPEC,2006-11-01,54.25,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-31,53.37,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-30,54.87,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-27,55.53,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-26,56.12,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-25,54.96,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-24,53.78,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-23,53.44,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-20,55.07,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-19,54.56,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-18,55.27,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-17,56.17,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-16,55.34,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-13,54.9,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-12,54.19,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-11,54.16,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-10,55.31,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-09,55.7,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-06,55.05,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-05,55.27,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-04,54.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-03,54.99,Quandl
OPEC/ORB,Petroleo OPEC,2006-10-02,57.19,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-29,57.38,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-28,57.57,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-27,55.92,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-26,55.86,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-25,54.92,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-22,56.15,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-21,55.92,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-20,56.23,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-19,58.85,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-18,58.67,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-15,58.45,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-14,59.22,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-13,58.95,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-12,60.37,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-11,60.7,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-08,62.04,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-07,62.74,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-06,63.27,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-05,63.54,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-04,64.13,Quandl
OPEC/ORB,Petroleo OPEC,2006-09-01,65.35,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-31,65.18,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-30,65,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-29,65.4,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-28,66.03,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-25,68.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-24,67,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-23,67.34,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-22,67.99,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-21,67.92,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-18,67.02,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-17,66.85,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-16,68.24,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-15,69.01,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-14,69.54,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-11,70.34,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-10,70.94,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-09,72.54,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-08,72.68,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-07,72.12,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-04,71.08,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-03,71.08,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-02,71.2,Quandl
OPEC/ORB,Petroleo OPEC,2006-08-01,69.97,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-31,68.42,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-28,68.97,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-27,69.07,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-26,68.25,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-25,68.71,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-24,67.99,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-21,68.44,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-20,68.45,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-19,68.46,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-18,70.29,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-17,71.4,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-14,71.71,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-13,70.27,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-12,68.66,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-11,68.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-10,67.9,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-07,68.77,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-06,68.74,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-05,67.92,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-04,67.85,Quandl
OPEC/ORB,Petroleo OPEC,2006-07-03,68.28,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-30,67.29,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-29,66.6,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-28,65.89,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-27,65.79,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-26,64.59,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-23,64.4,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-22,64.36,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-21,62.87,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-20,62.95,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-19,62.64,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-16,63.02,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-15,63.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-14,62.66,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-13,63.2,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-12,65.41,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-09,64.85,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-08,63.84,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-07,65.43,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-06,65.93,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-05,66.48,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-02,65.01,Quandl
OPEC/ORB,Petroleo OPEC,2006-06-01,64.84,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-31,64.88,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-30,65.41,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-29,65.12,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-26,65.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-25,63.91,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-24,64.48,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-23,64.45,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-22,62.51,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-19,63.42,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-18,62.95,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-17,63.75,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-16,63.83,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-15,64.67,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-12,67.02,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-11,67.27,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-10,65.6,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-09,65.05,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-08,64.51,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-05,64.98,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-04,66.07,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-03,68.05,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-02,68.37,Quandl
OPEC/ORB,Petroleo OPEC,2006-05-01,66.2,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-28,65.48,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-27,65.63,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-26,66.94,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-25,66.21,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-24,67.37,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-21,66.84,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-20,67,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-19,66.36,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-18,65.8,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-17,65.02,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-13,63.82,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-12,63.84,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-11,63.61,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-10,62.61,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-07,61.8,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-06,62.13,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-05,61.08,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-04,61.01,Quandl
OPEC/ORB,Petroleo OPEC,2006-04-03,61.82,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-31,61.17,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-30,60.64,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-29,59.95,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-28,59.05,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-27,58.02,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-24,58.05,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-23,57.14,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-22,56.78,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-21,56.14,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-20,57.32,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-17,58.47,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-16,57.45,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-15,58.3,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-14,57.69,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-13,56.41,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-10,56.18,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-09,55.73,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-08,56.04,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-07,57.47,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-06,58.64,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-03,59.17,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-02,58.1,Quandl
OPEC/ORB,Petroleo OPEC,2006-03-01,57.13,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-28,56.01,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-27,56.38,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-24,56.43,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-23,55.18,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-22,55.72,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-21,56.07,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-20,55.78,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-17,54.58,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-16,53.62,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-15,54.35,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-14,55.3,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-13,55.85,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-10,56.63,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-09,57.17,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-08,57.19,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-07,58.17,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-06,59.34,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-03,58.33,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-02,59.49,Quandl
OPEC/ORB,Petroleo OPEC,2006-02-01,60.77,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-31,60.4,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-30,60.42,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-27,60.22,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-26,59.3,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-25,59.33,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-24,60.51,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-23,60.9,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-20,60.63,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-19,59.26,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-18,59.42,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-17,58.58,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-16,57.76,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-13,57.16,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-12,57.63,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-11,56.87,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-10,57.11,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-09,57.29,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-06,56.78,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-05,56.61,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-04,56.38,Quandl
OPEC/ORB,Petroleo OPEC,2006-01-03,55.6,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-30,53.47,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-29,52.9,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-28,51.73,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-27,51.14,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-23,51.53,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-22,51.98,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-21,51.43,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-20,51.37,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-19,51.62,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-16,53.25,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-15,54.44,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-14,54.62,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-13,54.44,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-12,53.5,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-09,53.95,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-08,52.94,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-07,52.88,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-06,52.85,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-05,52.72,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-02,51.87,Quandl
OPEC/ORB,Petroleo OPEC,2005-12-01,50.71,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-30,49.69,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-29,49.78,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-28,50.04,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-25,50.42,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-24,50.89,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-23,51.05,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-22,50.7,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-21,50.15,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-18,49.49,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-17,50.11,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-16,49.73,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-15,50.01,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-14,50.43,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-11,50.25,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-10,51.3,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-09,52.2,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-08,52.31,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-07,52.86,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-04,54.25,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-03,53.45,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-02,52.88,Quandl
OPEC/ORB,Petroleo OPEC,2005-11-01,52.91,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-31,52.99,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-28,53.73,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-27,53.79,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-26,54.41,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-25,53.29,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-24,52.63,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-21,52.47,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-20,52.85,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-19,53.64,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-18,54.41,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-17,55.24,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-14,54.34,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-13,55.23,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-12,55.37,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-11,54.47,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-10,53.97,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-07,53.72,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-06,54.27,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-05,55.86,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-04,56.48,Quandl
OPEC/ORB,Petroleo OPEC,2005-10-03,58.11,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-30,58.02,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-29,58.17,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-28,57.65,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-27,57.71,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-26,56.91,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-23,57.71,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-22,59.28,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-21,58.9,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-20,58.3,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-19,57.56,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-16,56.62,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-15,57.53,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-14,56.28,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-13,55.82,Quandl
OPEC/ORB,Petroleo OPEC,2005-09-12,56.73,Quandl
